,name,price,rating,review,url,Manufacturer,Asin
155,        Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Navy       ,970.,4.4 out of 5 stars,"3,185 ratings",/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0501/dp/B07G4HH78P/ref=sr_1_246?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-246,ManufacturerGearMerchandisePVTLTD,ASINB07G4HH78P
156,,,,,/centaur-Backpack-Business-Resistant-Lightweight/dp/B0BJZ4JZHP/ref=sr_1_247?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-247,ManufacturerGearMerchandisePVTLTD,ASINB07G4HH78P
157,        COSMUS Tuxer 38L Large Laptop Backpack With 3 Compartments       ,"1,440.",4.1 out of 5 stars,270 ratings,/Cosmus-Tuxer-Laptop-Backpack-Compartments/dp/B09HCH6TP5/ref=sr_1_248?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-248,ManufacturerCOSMUSBAGSPVTLTD,ASINB09HCH6TP5
158,"        RBB HUB Black Leather Gym Bag Gym Bag (Black, Sling Bag)       ",229.,3.8 out of 5 stars,4 ratings,/RBB-HUB-Black-Leather-Sling/dp/B082G8KPD2/ref=sr_1_249?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-249,ManufacturerBajajTradingCoporation,ASINB082G8KPD2
159,"        BagSource White Kraft Paper Shopping Bags, 16""x6""x12"", 25 Pieces       ",530.,3.7 out of 5 stars,14 ratings,/16-x6-x12-Shopping-Mechandise/dp/B00L8FTIY0/ref=sr_1_250?crid=2M096C61O4MLT&keywords=bags&qid=1681981319&sprefix=ba%2Caps%2C283&sr=8-250,ManufacturerBagSource,ASINB00L8FTIY0
160,"        uppercase Medium 17 Ltrs Vegan Leather (upto 14 inch) Laptop Backpack 2300EBP1 3x more water resistant sustainable bags with rain proof zippers for Men, Women, Boys and Girls, 750 Days warranty       ","1,600",4.1 out of 5 stars,401 ratings,/sspa/click?ie=UTF8&spc=MTo3MjgxNjY1Njk1Nzg5NTkxOjE2ODE5ODEzMzM6c3BfYXRmX25leHQ6MjAxMjQzMTEwMjQ4OTg6OjA6Og&url=%2Fuppercase-Backpack-2300EBP1-resistant-sustainable%2Fdp%2FB0BWNCV31F%2Fref%3Dsr_1_257_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981333%26sprefix%3Dba%252Caps%252C283%26sr%3D8-257-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAcefourAccessoriesPvtLtd,ASINB0BWNCV31F
161,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",529,3.9 out of 5 stars,"15,574 ratings",/sspa/click?ie=UTF8&spc=MTo3MjgxNjY1Njk1Nzg5NTkxOjE2ODE5ODEzMzM6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_258_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981333%26sprefix%3Dba%252Caps%252C283%26sr%3D8-258-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
162,        Arctic Fox Kobra Gamer Laptop Backpack (Black)       ,"1,979.",4.6 out of 5 stars,656 ratings,/Arctic-Fox-Kobra-Laptop-Backpack/dp/B09GPHHZPW/ref=sr_1_259_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-259,ManufacturerArcticFox,ASINB09GPHHZPW
163,        5 O'CLOCK SPORTS Brown Leather Gym Bag Duffel Bag Shoulder Bag for Men and Women Emboss Logo (44 cm x 24 cm x 24) Brown/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel.       ,547.,3.8 out of 5 stars,34 ratings,/OCLOCK-SPORTS-Leather-Duffel-Shoulder/dp/B08LDDBSWY/ref=sr_1_260?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-260,DateFirstAvailable19October2020,Manufacturer5OCLOCKSPORTS
164,"        Wooum Polyester 23 cms Gym Bag Sport Outdoor Bag, Shoulder Bag Side Bag with Separate Shoes Compartment Water Resistance - Dark Grey       ",397.,4.2 out of 5 stars,481 ratings,/Resistant-Duffle-Shoulder-Separate-Compartment/dp/B09KVBSG61/ref=sr_1_261?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-261,ManufacturerWooum,ASINB09KVBSG61
165,"        Veneer Laptop Bag 15.6 Inch, Business Briefcase for Men Women, 15inch Water Resistant Messenger Shoulder Bag with Strap, Durable Office Bag, for Computer/Notebook/MacBook       ",955.,4.2 out of 5 stars,"3,070 ratings",/Veneer-Business-Briefcase-Resistant-Messenger/dp/B08Z619V6Z/ref=sr_1_262?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-262,ManufacturerTHEHUTCHENTERPRISES,ASINB08Z619V6Z
166,"        Good Friends Blowzy Bags Laptop Messenger Bags for Men, Laptop Bags for Womens, Office Bags for Man, Laptop Briefcase, 15.6 inch Laptop Bag (Tan)       ",509.,3.9 out of 5 stars,40 ratings,/GOOD-FRIENDS-Blowzy-Messenger-Briefcase/dp/B088LG4CYY/ref=sr_1_263?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-263,ASINB088LG4CYY,ItempartnumberBL1020
167,"        Arctic Hunter Mens Sling Bag Small Chest Bag Shoulder Bag Mobile Bag One Side Bag for Men with 8'' iPad Earphone Port Water-resistant for Daily Use Small Items and Small Electronic Product,Black       ","1,139.",4.3 out of 5 stars,563 ratings,/Resistant-Outdoor-Shoulder-Unbalance-Earphone/dp/B07TT785P7/ref=sr_1_264?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-264,Manufactureraharctichunter,ASINB07TT785P7
168,        KILLER Derby 38L Large Laptop Backpack With 2 Compartments Polyester Travel Backpack       ,"1,879.",4.4 out of 5 stars,"4,502 ratings",/Killer-Backpack-Compartments-Polyester-Waterproof/dp/B07BVK6WDZ/ref=sr_1_265?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-265,DateFirstAvailable2April2018,ManufacturerAmbrosiaBags
169,"        Lunar's Unisex 50L Water Resistant Office/Travel/Business Laptop Backpack, Bag for up to 17.3 inch Laptop/MacBook with rain Cover and 2 Large compartments       ","1,199.",4.0 out of 5 stars,"2,546 ratings",/Lunars-Travel-Laptop-Bag-compartments/dp/B08NHL52MK/ref=sr_1_266?crid=2M096C61O4MLT&keywords=bags&qid=1681981333&sprefix=ba%2Caps%2C283&sr=8-266,ManufacturerAkshayaRubbersHebbalIndustrialAreaMysore,ASINB08NHL52MK
170,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MTo2NDE4OTcxMzIyOTU2MTIxOjE2ODE5ODEzNDM6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_273_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981343%26sprefix%3Dba%252Caps%252C283%26sr%3D8-273-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
171,"        MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women       ","6,499.",4.6 out of 5 stars,32 ratings,/sspa/click?ie=UTF8&spc=MTo2NDE4OTcxMzIyOTU2MTIxOjE2ODE5ODEzNDM6c3BfYXRmX25leHQ6MjAwNzg4ODM0MDgwOTg6OjA6Og&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X8BYQJ%2Fref%3Dsr_1_274_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981343%26sprefix%3Dba%252Caps%252C283%26sr%3D8-274-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1%26smid%3DA2ZJIE4OXD710M,ManufacturerDesignedByMokobaraLifestylePrivateLimited,ASINB0B7X8BYQJ
172,        Skybags Unisex Yellow Gucci Fabric 17L Backpacks       ,441,4.1 out of 5 stars,108 ratings,/Skybags-Unisex-Yellow-Fabric-Backpacks/dp/B0B21XM4KX/ref=sr_1_275?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-275,ManufacturerVIPIndustriesLimitedDGPHouse88COldPrabhadeviRoadPrabhadeviMumbai400025India,ASINB0B21XM4KX
173,        F Gear 22 Ltrs Burner Art Lthr Brown Laptop Backpack (3343)       ,839.,4.4 out of 5 stars,343 ratings,/F-Gear-Burner-Art-Lthr-Laptop-Backpack/dp/B085QWJVCZ/ref=sr_1_276?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-276,ManufacturerUberFashionMerchandisePvtLtd,ASINB085QWJVCZ
174,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Black | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",699.,3.9 out of 5 stars,310 ratings,/Half-Moon-Resistant-Laptop-Backpack/dp/B09842K4RQ/ref=sr_1_277?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-277,ManufacturerABAmazingBags,ASINB09842K4RQ
175,,,,,/POSSHUSA-Backpack-Charging-College-Suitable/dp/B0BX8ZZ769/ref=sr_1_278?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-278,ManufacturerABAmazingBags,ASINB09842K4RQ
176,,,,,/Cosmus-Casual-Backpack-Charger-College/dp/B08D7D2ZFX/ref=sr_1_279?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-279,ManufacturerABAmazingBags,ASINB09842K4RQ
177,        Skybags Unisex Grey Jacqard 34L Laptop Bags       ,"1,155",4.0 out of 5 stars,26 ratings,/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_280?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sprefix=ba%2Caps%2C283&sr=8-280,ManufacturerVIPIndustriesLimitedDGPHouse88COldPrabhadeviRoadPrabhadeviMumbai400025India,ASINB09ZV9SLBJ
178,        Wildcraft Polyester 35 Ltrs Black and Mel Backpack (WC 5 Dare)       ,"1,690.",4.5 out of 5 stars,"1,596 ratings",/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9/ref=sr_1_281_mod_primary_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-281,DateFirstAvailable28February2017,ManufacturerWildcraft
179,        Wildcraft Polyester 35 Ltrs Black and Mel Backpack (WC 5 Dare)       ,"1,690.",4.5 out of 5 stars,"1,596 ratings",/Wildcraft-Black-Backpack-WC-Dare/dp/B06XD713N9/ref=sr_1_281_mod_new?crid=2M096C61O4MLT&keywords=bags&qid=1681981343&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sprefix=ba%2Caps%2C283&sr=8-281,DateFirstAvailable28February2017,ManufacturerWildcraft
180,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",529.,3.9 out of 5 stars,"15,574 ratings",/sspa/click?ie=UTF8&spc=MToxMzAwNzcwMjYxMTQ5MzI3OjE2ODE5ODEzNTM6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_289_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981353%26sprefix%3Dba%252Caps%252C283%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
181,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MToxMzAwNzcwMjYxMTQ5MzI3OjE2ODE5ODEzNTM6c3BfYXRmX25leHQ6MjAxMTM2NDg1ODYwOTg6OjA6Og&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_290_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981353%26sprefix%3Dba%252Caps%252C283%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
182,        American Tourister BOUNCE CASUAL BACKPACK 28L POLYESTER RED       ,"1,199.",4.5 out of 5 stars,5 ratings,/American-Tourister-BOUNCE-BACKPACK-POLYESTER/dp/B0BLC9MQHW/ref=sr_1_291?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-291,ManufacturerSamsoniteSouthAsiaPvtLtd,ASINB0BLC9MQHW
183,        Gear ECO1 24L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women- Grey-Black-Yellow       ,839,4.2 out of 5 stars,"1,426 ratings",/Gear-Polyester-Laptop-Backpack-LBPECONO10412/dp/B012NW0J30/ref=sr_1_292?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-292,DateFirstAvailable27July2015,ManufacturerGearMerchandisePVTLTD
184,        Printed Water-resistant Drawstring Bag/ Diaper Bag/Tuition Bag/Baby Bags/Toy Bags/Carry Bag/ Multipurpose Backpack       ,359.,1.0 out of 5 stars,2 ratings,/Printed-Water-resistant-Drawstring-Multipurpose-Backpack/dp/B0B8DPYXW1/ref=sr_1_293?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-293,ItemmodelnumberIKa2a,CountryofOriginIndia
185,        Trunkit High Water Resistance Trekking Hiking Travel Bag With Shoe Compartment Rucksack       ,559,4.0 out of 5 stars,70 ratings,/Trunkit-Resistance-Trekking-Compartment-Rucksack/dp/B09NRVW114/ref=sr_1_294?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-294,ASINB09NRVW114,ItemmodelnumberBulkYellow
186,        PUMA 0 Ltrs puma black-asphalt School Backpack (7653506)       ,899.,3.8 out of 5 stars,198 ratings,/PUMA-Black-Asphalt-School-Backpack-7653506/dp/B07R5V2DGB/ref=sr_1_295?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-295,ManufacturerSHILLAGLOVISVietnamCOLTD,ASINB07R5V2DGB
187,        Skybags Unisex Grey Jacqard 34L Laptop Bags       ,"1,155",4.0 out of 5 stars,26 ratings,/Skybags-Unisex-Grey-Jacqard-Laptop/dp/B09ZV9SLBJ/ref=sr_1_296?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-296,ManufacturerVIPIndustriesLimitedDGPHouse88COldPrabhadeviRoadPrabhadeviMumbai400025India,ASINB09ZV9SLBJ
188,        Wooum 36 L Casual Water Resistance Laptop Bag/Backpack for Men Women Boys Girls/Office School College Teens & Students with 15.6 Inch Laptop Compartment 3 Compartment - Black       ,474.,4.0 out of 5 stars,39 ratings,/Wooum-Resistance-Backpack-Students-Compartment/dp/B0B5LPVBHR/ref=sr_1_297?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-297,Manufacturerwooum,ASINB0B5LPVBHR
189,        Lavie Sport Chief 34 litres Business Laptop Bags | Premium Backpacks for Men & Women | Durable Office Bag for Notebook/MacBook       ,849.,4.7 out of 5 stars,14 ratings,/Lavie-Sport-Business-Backpacks-Notebook/dp/B0BTLY572N/ref=sr_1_298?crid=2M096C61O4MLT&keywords=bags&qid=1681981353&sprefix=ba%2Caps%2C283&sr=8-298,ManufacturerBagzoneLifestylePvtLtd,ASINB0BTLY572N
190,"        Half Moon 35L Water Resistant 15.6 inch Laptop Bag for Men/Backpack for Men, Navy Blue | Office Bag for Men/Office Bag for Women with Padded Laptop Compartment | Rain Cover & Reflective Strips       ",529,3.9 out of 5 stars,"15,574 ratings",/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfYXRmX25leHQ6MjAxNDY1NDMwOTQ0OTg6OjA6Og&url=%2FHalf-Moon-Waterproof-Backpack-Students%2Fdp%2FB085MHDJ93%2Fref%3Dsr_1_305_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
191,,,,,/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfYXRmX25leHQ6MjAxMzY4NDcxNTQwOTg6OjA6Og&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BZW8KW18%2Fref%3Dsr_1_306_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,ManufacturerAmazingBags,ASINB085MHDJ93
192,        New Fashion Forever Waterproof Laptop Bag (Black and Orange) - Pack of 10       ,389,2.7 out of 5 stars,7 ratings,/New-Fashion-Forever-Backpack-Waterproof/dp/B07VVPF96L/ref=sr_1_307?crid=2M096C61O4MLT&keywords=bags&qid=1681981363&sprefix=ba%2Caps%2C283&sr=8-307,ASINB07VVPF96L,ItempartnumberBag_02
193,        Szeentp New Pattern Laptop Bag/Backpack Waterproof Black and Blue for School/College Guys       ,340.,3.5 out of 5 stars,10 ratings,/Pattern-Backpack-Waterproof-College-Szeentp/dp/B08ZJ7R8PZ/ref=sr_1_308?crid=2M096C61O4MLT&keywords=bags&qid=1681981363&sprefix=ba%2Caps%2C283&sr=8-308,ManufacturerSzeentp,ASINB08ZJ7R8PZ
194,"        MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women       ","6,499.",4.6 out of 5 stars,32 ratings,/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfbXRmOjIwMDc4ODgzNDA4MDk4OjowOjo&url=%2FMokobara-Backpack-Leather-Resistant-Laptop%2Fdp%2FB0B7X8BYQJ%2Fref%3Dsr_1_309_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1%26smid%3DA2ZJIE4OXD710M,ManufacturerDesignedByMokobaraLifestylePrivateLimited,ASINB0B7X8BYQJ
195,        HEROZ Hammer Unisex Nylon 35 L Travel Laptop Backpack Water Resistant Slim Durable Fits Up to 17.3 Inch Laptop Notebook (Black)       ,"1,139.",4.2 out of 5 stars,"1,105 ratings",/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfbXRmOjIwMTEzNjQ4NTg2MDk4OjowOjo&url=%2FHEROZ-Backpack-Resistant-Durable-Notebook%2Fdp%2FB09B7KC93T%2Fref%3Dsr_1_310_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,ManufacturerAHCreation,ASINB09B7KC93T
196,        LOOKMUSTER Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack       ,538.,4.0 out of 5 stars,15 ratings,/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfYnRmOjIwMTM0NjUyMTE0NDk4OjowOjo&url=%2FLOOKMUSTER-Waterproof-Backpack-College-Business%2Fdp%2FB0BS6YHGX2%2Fref%3Dsr_1_311_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,ManufacturerLookmuster,ASINB0BS6YHGX2
197,        LOOKMUSTER (15.6 inch 30 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack       ,599,3.7 out of 5 stars,4 ratings,/sspa/click?ie=UTF8&spc=MToxOTI3OTQ4NTExNTM4Mjk4OjE2ODE5ODEzNjM6c3BfYnRmOjIwMTI5MzYwNDEyODk4OjowOjo&url=%2FCasual-Waterproof-Backpack-College-Business%2Fdp%2FB09WJ16LPN%2Fref%3Dsr_1_312_sspa%3Fcrid%3D2M096C61O4MLT%26keywords%3Dbags%26qid%3D1681981363%26sprefix%3Dba%252Caps%252C283%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,ManufacturerABUGROUPOFINDUSTRIES,ASINB09WJ16LPN
